as_of_date,gross_return,net_return,turnover,cost
2021-07-31,0.0,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0,0.0
2021-09-30,0.0,0.0,0.0,0.0
2021-10-31,0.0,0.0,0.0,0.0
2021-11-30,0.0,0.0,0.0,0.0
2021-12-31,0.0,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0,0.0
2022-02-28,0.0,0.0,0.0,0.0
2022-03-31,0.0,-0.0005499999999999999,0.08333333333333333,0.0005499999999999999
2022-04-30,0.008431059480677953,0.008156059480677954,0.041666666666666664,0.00027499999999999996
2022-05-31,-0.011505254416876214,-0.011780254416876213,0.041666666666666664,0.00027499999999999996
2022-06-30,-0.008485924335597535,-0.008760924335597534,0.041666666666666664,0.00027499999999999996
2022-07-31,-0.0145324794477337,-0.014807479447733701,0.041666666666666685,0.0002750000000000001
2022-08-31,0.038497690624880516,0.03822269062488052,0.041666666666666685,0.0002750000000000001
2022-09-30,-0.008250893501659268,-0.008250893501659268,0.0,0.0
2022-10-31,-0.03502191424231008,-0.03502191424231008,0.0,0.0
2022-11-30,-0.006363339662560289,-0.006363339662560289,0.0,0.0
2022-12-31,-0.013854353774445917,-0.014404353774445917,0.08333333333333333,0.0005499999999999999
2023-01-31,-0.015521570826975466,-0.015796570826975467,0.041666666666666664,0.00027499999999999996
2023-02-28,0.029242311020102017,0.02896731102010202,0.041666666666666664,0.00027499999999999996
2023-03-31,-0.0010362364546164867,-0.0013112364546164867,0.041666666666666664,0.00027499999999999996
2023-04-30,0.031037767230526328,0.030295267230526328,0.11249999999999999,0.0007424999999999999
2023-05-31,0.09875233053502691,0.09800983053502692,0.11250000000000004,0.0007425000000000002
2023-06-30,0.10232370266298599,0.10137495266298598,0.14375000000000002,0.0009487500000000002
2023-07-31,0.06729957336730573,0.06635082336730573,0.14375,0.0009487499999999999
2023-08-31,0.032093014119076536,0.031144264119076538,0.14375,0.0009487499999999999
2023-09-30,0.04021793099117388,0.039303555991173876,0.13854166666666667,0.0009143749999999999
2023-10-31,0.017769066876253455,0.017769066876253455,0.0,0.0
2023-11-30,-0.0326041605572708,-0.0326041605572708,0.0,0.0
2023-12-31,-0.004951407347348587,-0.004951407347348587,0.0,0.0
2024-01-31,0.07077166064083588,0.07077166064083588,0.0,0.0
2024-02-29,0.03951612557733261,0.03951612557733261,0.0,0.0
2024-03-31,0.026438012693019597,0.026046137693019597,0.05937499999999999,0.00039187499999999997
2024-04-30,0.15663592823524078,0.15624405323524077,0.05937499999999999,0.00039187499999999997
2024-05-31,0.022796885598168504,0.022405010598168504,0.059375,0.00039187499999999997
2024-06-30,-0.001465147853231225,-0.001857022853231225,0.059375,0.00039187499999999997
2024-07-31,0.08218922497640216,0.08179734997640214,0.05937499999999999,0.00039187499999999997
2024-08-31,0.09656765776853987,0.09617578276853986,0.05937499999999999,0.00039187499999999997
2024-09-30,0.05976531000800196,0.05976531000800196,0.0,0.0
2024-10-31,-0.01720745041455401,-0.01720745041455401,0.0,0.0
2024-11-30,0.026217024500505497,0.026217024500505497,0.0,0.0
2024-12-31,0.015098127132567321,0.015065774191390852,0.004901960784313717,3.235294117647053e-05
2025-01-31,0.1446802015165567,0.1446478485753802,0.004901960784313717,3.235294117647053e-05
2025-02-28,0.023487078729290324,0.023454725788113855,0.004901960784313717,3.235294117647053e-05
2025-03-31,0.12842901881368848,0.12811781433189576,0.04715219421101775,0.0003112044817927172
2025-04-30,-0.009597050827981884,-0.0099082553097746,0.047152194211017726,0.000311204481792717
2025-05-31,0.00975444764486127,0.009443243163068552,0.047152194211017726,0.000311204481792717
2025-06-30,0.16560156147819816,0.16529035699640543,0.04715219421101777,0.00031120448179271725
2025-07-31,0.03853030747831373,0.03821910299652101,0.04715219421101773,0.00031120448179271703
2025-08-31,0.061550646361393825,0.061239441879601106,0.04715219421101773,0.00031120448179271703
2025-09-30,-0.02196952829601504,-0.02196952829601504,0.0,0.0
2025-10-31,0.050320290891668756,0.050320290891668756,0.0,0.0
2025-11-30,-0.04806790196727388,-0.04806790196727388,0.0,0.0
2025-12-31,-0.010060400720413795,-0.01011595627596935,0.008417508417508416,5.5555555555555545e-05
2026-01-31,0.005391464791423067,0.005335909235867511,0.008417508417508416,5.5555555555555545e-05
2026-02-28,-0.027718377602317133,-0.027773933157872688,0.008417508417508416,5.5555555555555545e-05
2026-03-31,-0.07057825591183456,-0.07095325591183456,0.05681818181818181,0.00037499999999999995
2026-04-30,0.06985602903419633,0.06948102903419634,0.05681818181818181,0.00037499999999999995
2026-05-31,-0.011192279569136415,-0.011567279569136415,0.05681818181818181,0.00037499999999999995
