as_of_date,gross_return,net_return,turnover,cost
2021-05-31,0.004230960601938202,0.003955960601938202,0.041666666666666664,0.00027499999999999996
2021-06-30,0.012427550742668575,0.012152550742668576,0.041666666666666664,0.00027499999999999996
2021-07-31,1.8777503149784356e-05,-0.00025622249685021566,0.04166666666666667,0.000275
2021-08-31,0.023059899178605264,0.022784899178605263,0.04166666666666667,0.000275
2021-09-30,0.014030851798520072,0.013664185131853405,0.05555555555555556,0.00036666666666666667
2021-10-31,0.0025708589602374105,0.002387525626904077,0.027777777777777783,0.00018333333333333336
2021-11-30,-0.029379713769243393,-0.02974638043591006,0.05555555555555556,0.00036666666666666667
2021-12-31,-0.00012596484418592223,-0.0004926315108525888,0.05555555555555556,0.00036666666666666667
2022-01-31,0.03864742884607385,0.03828076217940718,0.05555555555555555,0.00036666666666666667
2022-02-28,-0.03374484087132883,-0.034111507537995495,0.05555555555555555,0.00036666666666666667
2022-03-31,-0.0824066842116905,-0.08332335087835717,0.1388888888888889,0.0009166666666666665
2022-04-30,0.03591013974241822,0.03526847307575155,0.09722222222222224,0.0006416666666666667
2022-05-31,-0.025488623703361947,-0.025946957036695282,0.06944444444444445,0.00045833333333333327
2022-06-30,-0.02878679827464353,-0.029245131607976864,0.06944444444444445,0.0004583333333333334
2022-07-31,-0.031381442196154886,-0.032206442196154886,0.12500000000000003,0.0008250000000000002
2022-08-31,0.04575994445686308,0.04530161112352975,0.06944444444444446,0.0004583333333333335
2022-09-30,-0.027956710327361963,-0.02832337699402863,0.055555555555555566,0.0003666666666666667
2022-10-31,-0.06557806663159173,-0.0659447332982584,0.05555555555555556,0.00036666666666666667
2022-11-30,-0.017057798389923193,-0.017424465056589858,0.05555555555555556,0.00036666666666666667
2022-12-31,0.01802815720400136,0.017661490537334693,0.05555555555555556,0.00036666666666666667
2023-01-31,-0.027915071037249363,-0.02828173770391603,0.05555555555555555,0.00036666666666666667
2023-02-28,0.06479738514287355,0.06443071847620688,0.05555555555555555,0.00036666666666666667
2023-03-31,-0.01803274725972342,-0.01839941392639009,0.05555555555555555,0.00036666666666666667
2023-04-30,0.0228903418137579,0.022239508480424566,0.09861111111111112,0.0006508333333333333
2023-05-31,0.1072469017588476,0.10641273509218094,0.12638888888888894,0.000834166666666667
2023-06-30,0.06842916486452288,0.06759499819785622,0.1263888888888889,0.0008341666666666668
2023-07-31,0.058908894769095096,0.05807472810242843,0.12638888888888888,0.0008341666666666667
2023-08-31,0.05266273925544161,0.052011905922108276,0.09861111111111111,0.0006508333333333333
2023-09-30,0.06267058253126251,0.061836415864595845,0.12638888888888888,0.0008341666666666665
2023-10-31,0.022233744798988216,0.021867078132321548,0.05555555555555557,0.0003666666666666668
2023-11-30,-0.00566951072967532,-0.006036177396341987,0.055555555555555566,0.0003666666666666667
2023-12-31,-0.011014959340694557,-0.011152459340694556,0.020833333333333336,0.0001375
2024-01-31,0.1484692662427511,0.14819426624275112,0.04166666666666667,0.000275
2024-02-29,0.06677199156380248,0.06663449156380248,0.020833333333333367,0.00013750000000000023
2024-03-31,0.07630269157371244,0.07608269157371245,0.033333333333333326,0.00021999999999999998
2024-04-30,0.20674683303495697,0.20619683303495695,0.08333333333333333,0.0005499999999999999
2024-05-31,-0.004176083414540449,-0.004756202462159496,0.08789682539682538,0.0005801190476190475
2024-06-30,0.0009585653168238117,0.0004308272215857163,0.07996031746031745,0.0005277380952380952
2024-07-31,0.08794965468182347,0.0873957261103949,0.08392857142857142,0.0005539285714285714
2024-08-31,0.07329247967896979,0.0727647415837317,0.07996031746031745,0.0005277380952380952
2024-09-30,0.07125245857547621,0.0708072204802381,0.06746031746031744,0.0004452380952380951
2024-10-31,0.0007352186332313026,0.0004209329189455886,0.04761904761904761,0.0003142857142857142
2024-11-30,0.028370387899212784,0.028108483137308023,0.03968253968253968,0.0002619047619047619
2024-12-31,0.0213378101358543,0.021154476802520965,0.027777777777777776,0.00018333333333333334
2025-01-31,0.15501131671100837,0.15482798337767503,0.027777777777777776,0.00018333333333333334
2025-02-28,0.022343453604544396,0.022133929795020588,0.031746031746031744,0.0002095238095238095
2025-03-31,0.10085018951287669,0.10066685617954335,0.02777777777777777,0.00018333333333333328
2025-04-30,-0.010578516768005277,-0.010761850101338611,0.02777777777777777,0.00018333333333333328
2025-05-31,0.015074472589607918,0.014864948780084108,0.03174603174603174,0.00020952380952380946
2025-06-30,0.1800642710028943,0.17980236624098955,0.03968253968253971,0.0002619047619047621
2025-07-31,0.038144328453453356,0.037934804643929544,0.03174603174603174,0.00020952380952380946
2025-08-31,0.05910136279328809,0.05889183898376428,0.03174603174603174,0.00020952380952380946
2025-09-30,-0.03449973235879009,-0.03463068473974248,0.01984126984126984,0.00013095238095238096
2025-10-31,0.05838910986056357,0.05825815747961119,0.01984126984126984,0.00013095238095238096
2025-11-30,-0.05557849085878542,-0.055735633715928275,0.023809523809523808,0.00015714285714285713
2025-12-31,-0.027585876859515135,-0.027820400669038944,0.03553391053391053,0.0002345238095238095
2026-01-31,0.0063594798055860565,0.006134479805586056,0.03409090909090909,0.00022499999999999997
2026-02-28,-0.03034402325441017,-0.030544023254410173,0.030303030303030297,0.00019999999999999996
2026-03-31,-0.0668687323863752,-0.0672187323863752,0.053030303030303025,0.00034999999999999994
2026-04-30,0.08187133483352921,0.08157133483352921,0.04545454545454545,0.0003
2026-05-31,-0.004006442292549985,-0.0043564422925499845,0.053030303030303025,0.00034999999999999994
