symbol,sector,key,value,provenance
ADI,Immobilier,cost_of_capital_build_up,"{""average_total_debt"": 1980718000.0, ""base_cost_of_debt"": 0.055, ""base_equity_risk_premium"": 0.06, ""beta"": 1.4695788422801448, ""beta_as_of"": ""2026-06-01"", ""beta_frequency"": ""weekly"", ""beta_liquidity_flag"": false, ""beta_lookup_as_of"": ""latest"", ""beta_method"": ""ols"", ""beta_n_obs"": 104, ""beta_r2"": 0.4099465968996492, ""beta_source"": ""beta_history"", ""beta_window_years"": 2.0, ""beta_zero_week_frac"": 0.019230769230769232, ""cost_of_debt"": 0.045000000000000005, ""cost_of_debt_ceiling"": 0.085, ""cost_of_debt_floor"": 0.04, ""cost_of_debt_pre_scenario"": 0.045000000000000005, ""cost_of_debt_source"": ""synthetic_interest_coverage_spread"", ""cost_of_debt_unclamped"": 0.045000000000000005, ""cost_of_equity"": 0.12317473053680869, ""cost_of_equity_floor"": 0.095, ""cost_of_equity_floor_bound"": false, ""cost_of_equity_unfloored"": 0.12317473053680869, ""country_risk_premium"": 0.0, ""debt_weight"": 0.19222161816769393, ""effective_cost_of_debt"": 0.045000000000000005, ""effective_equity_risk_premium"": 0.06, ""equity_weight"": 0.8077783818323061, ""interest_coverage"": 13.081592572754865, ""interest_expense"": 44808000.0, ""kd_effective"": 0.022622099662849532, ""kd_synthetic"": 0.045000000000000005, ""macro_config"": {""country_risk_mode"": ""auto"", ""country_risk_premium"": 0.0, ""country_risk_source"": ""auto:masi_embedded"", ""equity_risk_premium"": 0.06, ""erp_index_asset_class"": ""index"", ""erp_index_symbol"": ""MASI"", ""erp_lookback_years"": 10.0, ""erp_mean_method"": ""geometric"", ""erp_mode"": ""manual"", ""erp_source"": ""manual"", ""expected_index_return"": null, ""risk_free_mode"": ""tenor"", ""risk_free_rate"": 0.035, ""risk_free_source"": ""treasury_curve:10Y"", ""scope_key"": ""GLOBAL"", ""source"": ""structural_default"", ""treasury_curve"": {""10Y"": 0.035, ""1Y"": 0.03, ""5Y"": 0.033}, ""treasury_tenor"": ""10Y"", ""version_label"": ""base"", ""warnings"": []}, ""market_cap"": 8323627676.0, ""market_proxy"": ""MASI"", ""scenario_cost_of_debt_addon"": 0.0, ""scenario_erp_addon"": 0.0, ""synthetic_bucket"": ""AA"", ""synthetic_spread"": 0.01, ""tax_rate"": 0.35, ""total_debt"": 1980718000.0, ""wacc"": 0.10512036684705872, ""weight_source"": ""market_cap_plus_debt""}",computed
ADI,Immobilier,cost_of_debt,0.045000000000000005,computed
ADI,Immobilier,cost_of_equity,0.12317473053680869,computed
ADI,Immobilier,cost_of_equity_floor,0.095,scenario
ADI,Immobilier,country_risk_premium,0.0,macro_config
ADI,Immobilier,currency,MAD,scenario
ADI,Immobilier,default_debt_weight,0.3,default
ADI,Immobilier,default_equity_weight,0.7,default
ADI,Immobilier,equity_risk_premium,0.06,macro_config
ADI,Immobilier,fade_years,5.0,default
ADI,Immobilier,forecast_years,5.0,default
ADI,Immobilier,justified_multiple_ratio_mask,3.0,default
ADI,Immobilier,mid_year_discounting,1.0,default
ADI,Immobilier,mid_year_terminal,0.0,default
ADI,Immobilier,peer_min_count,3.0,default
ADI,Immobilier,proxy_weight_cap,0.25,default
ADI,Immobilier,relative_multiple_ratio_mask,15.0,default
ADI,Immobilier,risk_free_rate,0.035,macro_config
ADI,Immobilier,scenario_cost_of_debt_addon,0.0,default
ADI,Immobilier,scenario_erp_addon,0.0,default
ADI,Immobilier,scenario_probabilities,"{""base"": 0.55, ""bear"": 0.25, ""bull"": 0.2}",
ADI,Immobilier,scenario_probability_base,0.55,default
ADI,Immobilier,scenario_probability_bear,0.25,default
ADI,Immobilier,scenario_probability_bull,0.2,default
ADI,Immobilier,sensitivity_terminal_growth_step,0.005,default
ADI,Immobilier,sensitivity_wacc_step,0.005,default
ADI,Immobilier,stable_payout_ratio,0.55,default
ADI,Immobilier,tax_rate,0.35,default
ADI,Immobilier,terminal_growth,0.025,default
ADI,Immobilier,terminal_growth_basis,"{""equity"": {""binding_constraint"": ""raw"", ""ceiling"": 0.035, ""ceiling_source"": ""risk_free_rate"", ""discount_buffer"": 0.01, ""discount_cap"": 0.1131747305368087, ""discount_rate"": 0.12317473053680869, ""floor"": 0.0, ""path"": ""equity"", ""payout"": 0.28767052501033485, ""payout_source"": ""historical_dividends_to_net_income"", ""raw_growth"": 0.03, ""retention"": 0.7123294749896651, ""roe"": null, ""roe_source"": ""missing_roe"", ""source"": ""earnings_growth_proxy_missing_roe"", ""terminal_growth"": 0.03}, ""firm"": {""binding_constraint"": ""raw"", ""ceiling"": 0.035, ""ceiling_source"": ""risk_free_rate"", ""discount_buffer"": 0.01, ""discount_cap"": 0.09512036684705873, ""discount_rate"": 0.10512036684705872, ""floor"": 0.0, ""path"": ""firm"", ""raw_growth"": 0.027508977865504106, ""reinvestment_rate"": 0.5, ""roic"": 0.05501795573100821, ""source"": ""reinvestment_times_roic"", ""tax_rate"": 0.35, ""terminal_growth"": 0.027508977865504106}}",computed
ADI,Immobilier,terminal_growth_ceiling_source,1.0,default
ADI,Immobilier,terminal_growth_discount_buffer,0.01,default
ADI,Immobilier,terminal_growth_equity,0.03,computed_from_fundamentals
ADI,Immobilier,terminal_growth_firm,0.027508977865504106,computed_from_fundamentals
ADI,Immobilier,terminal_growth_floor,0.0,default
ADI,Immobilier,use_balance_sheet_capital_weights,1.0,default
ADI,Immobilier,wacc,0.10512036684705872,computed
AFI,BTP,beta,0.2710013810636644,beta_history
AFI,BTP,beta_min_observations,60.0,default
AFI,BTP,beta_window_years,2.0,default
AFI,BTP,beta_zero_return_threshold,0.3,default
AFI,BTP,bs_balance_fail_bps,200.0,default
AFI,BTP,bs_balance_warn_bps,50.0,default
AFI,BTP,computed_debt_weight,0.047299137539718566,computed
AFI,BTP,computed_equity_weight,0.9527008624602814,computed
AFI,BTP,cost_of_capital_build_up,"{""average_total_debt"": 5210000.0, ""base_cost_of_debt"": 0.055, ""base_equity_risk_premium"": 0.06, ""beta"": 0.2710013810636644, ""beta_as_of"": ""2026-06-01"", ""beta_frequency"": ""weekly"", ""beta_liquidity_flag"": false, ""beta_lookup_as_of"": ""latest"", ""beta_method"": ""ols"", ""beta_n_obs"": 104, ""beta_r2"": 0.05099913166288572, ""beta_source"": ""beta_history"", ""beta_window_years"": 2.0, ""beta_zero_week_frac"": 0.057692307692307696, ""cost_of_debt"": 0.055, ""cost_of_debt_ceiling"": 0.085, ""cost_of_debt_floor"": 0.04, ""cost_of_debt_pre_scenario"": 0.055, ""cost_of_debt_source"": ""registry_default_missing_debt_inputs"", ""cost_of_debt_unclamped"": 0.055, ""cost_of_equity"": 0.095, ""cost_of_equity_floor"": 0.095, ""cost_of_equity_floor_bound"": true, ""cost_of_equity_unfloored"": 0.05126008286381986, ""country_risk_premium"": 0.0, ""debt_weight"": 0.047299137539718566, ""effective_cost_of_debt"": 0.055, ""effective_equity_risk_premium"": 0.06, ""equity_weight"": 0.9527008624602814, ""interest_coverage"": null, ""interest_expense"": null, ""kd_effective"": null, ""kd_synthetic"": null, ""macro_config"": {""country_risk_mode"": ""auto"", ""country_risk_premium"": 0.0, ""country_risk_source"": ""auto:masi_embedded"", ""equity_risk_premium"": 0.06, ""erp_index_asset_class"": ""index"", ""erp_index_symbol"": ""MASI"", ""erp_lookback_years"": 10.0, ""erp_mean_method"": ""geometric"", ""erp_mode"": ""manual"", ""erp_source"": ""manual"", ""expected_index_return"": null, ""risk_free_mode"": ""tenor"", ""risk_free_rate"": 0.035, ""risk_free_source"": ""treasury_curve:10Y"", ""scope_key"": ""GLOBAL"", ""source"": ""structural_default"", ""treasury_curve"": {""10Y"": 0.035, ""1Y"": 0.03, ""5Y"": 0.033}, ""treasury_tenor"": ""10Y"", ""version_label"": ""base"", ""warnings"": []}, ""market_cap"": 104940000.0, ""market_proxy"": ""MASI"", ""scenario_cost_of_debt_addon"": 0.0, ""scenario_erp_addon"": 0.0, ""synthetic_bucket"": null, ""synthetic_spread"": null, ""tax_rate"": 0.35, ""total_debt"": 5210000.0, ""wacc"": 0.09219752610077167, ""weight_source"": ""market_cap_plus_debt""}",computed
AFI,BTP,cost_of_debt,0.055,computed
AFI,BTP,cost_of_equity,0.095,computed
AFI,BTP,cost_of_equity_floor,0.095,scenario
AFI,BTP,country_risk_premium,0.0,macro_config
AFI,BTP,currency,MAD,scenario
AFI,BTP,default_debt_weight,0.3,default
AFI,BTP,default_equity_weight,0.7,default
AFI,BTP,equity_risk_premium,0.06,macro_config
AFI,BTP,fade_years,5.0,default
AFI,BTP,forecast_years,5.0,default
AFI,BTP,justified_multiple_ratio_mask,3.0,default
AFI,BTP,mid_year_discounting,1.0,default
AFI,BTP,mid_year_terminal,0.0,default
AFI,BTP,peer_min_count,3.0,default
AFI,BTP,proxy_weight_cap,0.25,default
AFI,BTP,relative_multiple_ratio_mask,15.0,default
AFI,BTP,risk_free_rate,0.035,macro_config
AFI,BTP,scenario_cost_of_debt_addon,0.0,default
AFI,BTP,scenario_erp_addon,0.0,default
AFI,BTP,scenario_probabilities,"{""base"": 0.55, ""bear"": 0.25, ""bull"": 0.2}",
AFI,BTP,scenario_probability_base,0.55,default
AFI,BTP,scenario_probability_bear,0.25,default
AFI,BTP,scenario_probability_bull,0.2,default
AFI,BTP,sensitivity_terminal_growth_step,0.005,default
AFI,BTP,sensitivity_wacc_step,0.005,default
AFI,BTP,stable_payout_ratio,0.55,default
AFI,BTP,tax_rate,0.35,default
AFI,BTP,terminal_growth,0.025,default
AFI,BTP,terminal_growth_basis,"{""equity"": {""binding_constraint"": ""raw"", ""ceiling"": 0.035, ""ceiling_source"": ""risk_free_rate"", ""discount_buffer"": 0.01, ""discount_cap"": 0.085, ""discount_rate"": 0.095, ""floor"": 0.0, ""path"": ""equity"", ""payout"": 0.9092943499560432, ""payout_source"": ""historical_dividends_to_net_income"", ""raw_growth"": 0.013943817281519177, ""retention"": 0.09070565004395681, ""roe"": 0.15372600576438042, ""roe_source"": ""historical_roe"", ""source"": ""retention_times_roe"", ""terminal_growth"": 0.013943817281519177}, ""firm"": {""binding_constraint"": ""raw"", ""ceiling"": 0.035, ""ceiling_source"": ""risk_free_rate"", ""discount_buffer"": 0.01, ""discount_cap"": 0.08219752610077168, ""discount_rate"": 0.09219752610077167, ""floor"": 0.0, ""path"": ""firm"", ""raw_growth"": 0.019485038274182326, ""reinvestment_rate"": null, ""roic"": null, ""source"": ""revenue_growth_proxy_missing_roic_or_reinvestment"", ""tax_rate"": 0.35, ""terminal_growth"": 0.019485038274182326}}",computed
AFI,BTP,terminal_growth_ceiling_source,1.0,default
AFI,BTP,terminal_growth_discount_buffer,0.01,default
AFI,BTP,terminal_growth_equity,0.013943817281519177,computed_from_fundamentals
AFI,BTP,terminal_growth_firm,0.019485038274182326,computed_from_fundamentals
AFI,BTP,terminal_growth_floor,0.0,default
AFI,BTP,use_balance_sheet_capital_weights,1.0,default
AFI,BTP,wacc,0.09219752610077167,computed
AFM,Assurances,beta,0.2105330564910896,beta_history
AFM,Assurances,beta_min_observations,60.0,default
AFM,Assurances,beta_window_years,2.0,default
AFM,Assurances,beta_zero_return_threshold,0.3,default
AFM,Assurances,bs_balance_fail_bps,200.0,default
AFM,Assurances,bs_balance_warn_bps,50.0,default
AFM,Assurances,computed_debt_weight,0.11525662930685551,computed
AFM,Assurances,computed_equity_weight,0.8847433706931445,computed
AFM,Assurances,cost_of_capital_build_up,"{""average_total_debt"": 160885000.0, ""base_cost_of_debt"": 0.055, ""base_equity_risk_premium"": 0.06, ""beta"": 0.2105330564910896, ""beta_as_of"": ""2026-06-01"", ""beta_frequency"": ""weekly"", ""beta_liquidity_flag"": false, ""beta_lookup_as_of"": ""latest"", ""beta_method"": ""ols"", ""beta_n_obs"": 104, ""beta_r2"": 0.03229677474951509, ""beta_source"": ""beta_history"", ""beta_window_years"": 2.0, ""beta_zero_week_frac"": 0.17307692307692307, ""cost_of_debt"": 0.055, ""cost_of_debt_ceiling"": 0.085, ""cost_of_debt_floor"": 0.04, ""cost_of_debt_pre_scenario"": 0.055, ""cost_of_debt_source"": ""registry_default_financial_sector"", ""cost_of_debt_unclamped"": 0.055, ""cost_of_equity"": 0.095, ""cost_of_equity_floor"": 0.095, ""cost_of_equity_floor_bound"": true, ""cost_of_equity_unfloored"": 0.04763198338946538, ""country_risk_premium"": 0.0, ""debt_weight"": 0.11525662930685551, ""effective_cost_of_debt"": 0.055, ""effective_equity_risk_premium"": 0.06, ""equity_weight"": 0.8847433706931445, ""interest_coverage"": null, ""interest_expense"": 8067000.0, ""kd_effective"": 0.050141405351648696, ""kd_synthetic"": null, ""macro_config"": {""country_risk_mode"": ""auto"", ""country_risk_premium"": 0.0, ""country_risk_source"": ""auto:masi_embedded"", ""equity_risk_premium"": 0.06, ""erp_index_asset_class"": ""index"", ""erp_index_symbol"": ""MASI"", ""erp_lookback_years"": 10.0, ""erp_mean_method"": ""geometric"", ""erp_mode"": ""manual"", ""erp_source"": ""manual"", ""expected_index_return"": null, ""risk_free_mode"": ""tenor"", ""risk_free_rate"": 0.035, ""risk_free_source"": ""treasury_curve:10Y"", ""scope_key"": ""GLOBAL"", ""source"": ""structural_default"", ""treasury_curve"": {""10Y"": 0.035, ""1Y"": 0.03, ""5Y"": 0.033}, ""treasury_tenor"": ""10Y"", ""version_label"": ""base"", ""warnings"": []}, ""market_cap"": 1235000000.0, ""market_proxy"": ""MASI"", ""scenario_cost_of_debt_addon"": 0.0, ""scenario_erp_addon"": 0.0, ""synthetic_bucket"": null, ""synthetic_spread"": null, ""tax_rate"": 0.35, ""total_debt"": 160885000.0, ""wacc"": 0.0881710447135688, ""weight_source"": ""market_cap_plus_debt""}",computed
AFM,Assurances,cost_of_debt,0.055,computed
AFM,Assurances,cost_of_equity,0.095,computed
AFM,Assurances,cost_of_equity_floor,0.095,scenario
AFM,Assurances,country_risk_premium,0.0,macro_config
AFM,Assurances,currency,MAD,scenario
AFM,Assurances,default_debt_weight,0.3,default
AFM,Assurances,default_equity_weight,0.7,default
AFM,Assurances,equity_risk_premium,0.06,macro_config
AFM,Assurances,fade_years,5.0,default
AFM,Assurances,forecast_years,5.0,default
AFM,Assurances,justified_multiple_ratio_mask,3.0,default
AFM,Assurances,mid_year_discounting,1.0,default
AFM,Assurances,mid_year_terminal,0.0,default
AFM,Assurances,peer_min_count,3.0,default
AFM,Assurances,proxy_weight_cap,0.25,default
AFM,Assurances,relative_multiple_ratio_mask,15.0,default
AFM,Assurances,risk_free_rate,0.035,macro_config
AFM,Assurances,scenario_cost_of_debt_addon,0.0,default
AFM,Assurances,scenario_erp_addon,0.0,default
AFM,Assurances,scenario_probabilities,"{""base"": 0.55, ""bear"": 0.25, ""bull"": 0.2}",
AFM,Assurances,scenario_probability_base,0.55,default
AFM,Assurances,scenario_probability_bear,0.25,default
AFM,Assurances,scenario_probability_bull,0.2,default
AFM,Assurances,sensitivity_terminal_growth_step,0.005,default
AFM,Assurances,sensitivity_wacc_step,0.005,default
AFM,Assurances,stable_payout_ratio,0.55,default
AFM,Assurances,tax_rate,0.35,default
AFM,Assurances,terminal_growth,0.025,default
AFM,Assurances,terminal_growth_basis,"{""equity"": {""binding_constraint"": ""raw"", ""ceiling"": 0.035, ""ceiling_source"": ""risk_free_rate"", ""discount_buffer"": 0.01, ""discount_cap"": 0.085, ""discount_rate"": 0.095, ""floor"": 0.0, ""path"": ""equity"", ""payout"": 0.8442840115333912, ""payout_source"": ""historical_dividends_to_net_income"", ""raw_growth"": 0.03, ""retention"": 0.15571598846660883, ""roe"": null, ""roe_source"": ""missing_roe"", ""source"": ""earnings_growth_proxy_missing_roe"", ""terminal_growth"": 0.03}, ""firm"": {""path"": ""firm"", ""source"": ""not_used_for_financials"", ""terminal_growth"": 0.025}}",computed
AFM,Assurances,terminal_growth_ceiling_source,1.0,default
AFM,Assurances,terminal_growth_discount_buffer,0.01,default
AFM,Assurances,terminal_growth_equity,0.03,computed_from_fundamentals
AFM,Assurances,terminal_growth_firm,0.025,computed_from_fundamentals
AFM,Assurances,terminal_growth_floor,0.0,default
AFM,Assurances,use_balance_sheet_capital_weights,1.0,default
AFM,Assurances,wacc,0.0881710447135688,computed
AGM,Assurances,beta,0.30704072255327225,beta_history
AGM,Assurances,beta_min_observations,60.0,default
AGM,Assurances,beta_window_years,2.0,default
AGM,Assurances,beta_zero_return_threshold,0.3,default
AGM,Assurances,bs_balance_fail_bps,200.0,default
AGM,Assurances,bs_balance_warn_bps,50.0,default
AGM,Assurances,computed_debt_weight,0.04398904812868119,computed
AGM,Assurances,computed_equity_weight,0.9560109518713188,computed
AGM,Assurances,cost_of_capital_build_up,"{""average_total_debt"": 66627000.0, ""base_cost_of_debt"": 0.055, ""base_equity_risk_premium"": 0.06, ""beta"": 0.30704072255327225, ""beta_as_of"": ""2026-06-01"", ""beta_frequency"": ""weekly"", ""beta_liquidity_flag"": true, ""beta_lookup_as_of"": ""latest"", ""beta_method"": ""dimson_blume"", ""beta_n_obs"": 103, ""beta_r2"": 0.010419883259473295, ""beta_source"": ""beta_history"", ""beta_window_years"": 2.0, ""beta_zero_week_frac"": 0.4326923076923077, ""cost_of_debt"": 0.055, ""cost_of_debt_ceiling"": 0.085, ""cost_of_debt_floor"": 0.04, ""cost_of_debt_pre_scenario"": 0.055, ""cost_of_debt_source"": ""registry_default_financial_sector"", ""cost_of_debt_unclamped"": 0.055, ""cost_of_equity"": 0.095, ""cost_of_equity_floor"": 0.095, ""cost_of_equity_floor_bound"": true, ""cost_of_equity_unfloored"": 0.05342244335319633, ""country_risk_premium"": 0.0, ""debt_weight"": 0.04398904812868119, ""effective_cost_of_debt"": 0.055, ""effective_equity_risk_premium"": 0.06, ""equity_weight"": 0.9560109518713188, ""interest_coverage"": null, ""interest_expense"": 6044000.0, ""kd_effective"": 0.09071397481501493, ""kd_synthetic"": null, ""macro_config"": {""country_risk_mode"": ""auto"", ""country_risk_premium"": 0.0, ""country_risk_source"": ""auto:masi_embedded"", ""equity_risk_premium"": 0.06, ""erp_index_asset_class"": ""index"", ""erp_index_symbol"": ""MASI"", ""erp_lookback_years"": 10.0, ""erp_mean_method"": ""geometric"", ""erp_mode"": ""manual"", ""erp_source"": ""manual"", ""expected_index_return"": null, ""risk_free_mode"": ""tenor"", ""risk_free_rate"": 0.035, ""risk_free_source"": ""treasury_curve:10Y"", ""scope_key"": ""GLOBAL"", ""source"": ""structural_default"", ""treasury_curve"": {""10Y"": 0.035, ""1Y"": 0.03, ""5Y"": 0.033}, ""treasury_tenor"": ""10Y"", ""version_label"": ""base"", ""warnings"": []}, ""market_cap"": 1448000000.0, ""market_proxy"": ""MASI"", ""scenario_cost_of_debt_addon"": 0.0, ""scenario_erp_addon"": 0.0, ""synthetic_bucket"": null, ""synthetic_spread"": null, ""tax_rate"": 0.35, ""total_debt"": 66627000.0, ""wacc"": 0.09239364889837565, ""weight_source"": ""market_cap_plus_debt""}",computed
AGM,Assurances,cost_of_debt,0.055,computed
AGM,Assurances,cost_of_equity,0.095,computed
AGM,Assurances,cost_of_equity_floor,0.095,scenario
AGM,Assurances,country_risk_premium,0.0,macro_config
AGM,Assurances,currency,MAD,scenario
AGM,Assurances,default_debt_weight,0.3,default
AGM,Assurances,default_equity_weight,0.7,default
AGM,Assurances,equity_risk_premium,0.06,macro_config
AGM,Assurances,fade_years,5.0,default
AGM,Assurances,forecast_years,5.0,default
AGM,Assurances,justified_multiple_ratio_mask,3.0,default
AGM,Assurances,mid_year_discounting,1.0,default
AGM,Assurances,mid_year_terminal,0.0,default
AGM,Assurances,peer_min_count,3.0,default
AGM,Assurances,proxy_weight_cap,0.25,default
AGM,Assurances,relative_multiple_ratio_mask,15.0,default
AGM,Assurances,risk_free_rate,0.035,macro_config
AGM,Assurances,scenario_cost_of_debt_addon,0.0,default
AGM,Assurances,scenario_erp_addon,0.0,default
AGM,Assurances,scenario_probabilities,"{""base"": 0.55, ""bear"": 0.25, ""bull"": 0.2}",
AGM,Assurances,scenario_probability_base,0.55,default
AGM,Assurances,scenario_probability_bear,0.25,default
AGM,Assurances,scenario_probability_bull,0.2,default
AGM,Assurances,sensitivity_terminal_growth_step,0.005,default
AGM,Assurances,sensitivity_wacc_step,0.005,default
AGM,Assurances,stable_payout_ratio,0.55,default
AGM,Assurances,tax_rate,0.35,default
AGM,Assurances,terminal_growth,0.025,default
AGM,Assurances,terminal_growth_basis,"{""equity"": {""binding_constraint"": ""raw"", ""ceiling"": 0.035, ""ceiling_source"": ""risk_free_rate"", ""discount_buffer"": 0.01, ""discount_cap"": 0.085, ""discount_rate"": 0.095, ""floor"": 0.0, ""path"": ""equity"", ""payout"": 0.8698507211200416, ""payout_source"": ""historical_dividends_to_net_income"", ""raw_growth"": 0.03, ""retention"": 0.13014927887995842, ""roe"": null, ""roe_source"": ""missing_roe"", ""source"": ""earnings_growth_proxy_missing_roe"", ""terminal_growth"": 0.03}, ""firm"": {""path"": ""firm"", ""source"": ""not_used_for_financials"", ""terminal_growth"": 0.025}}",computed
AGM,Assurances,terminal_growth_ceiling_source,1.0,default
AGM,Assurances,terminal_growth_discount_buffer,0.01,default
AGM,Assurances,terminal_growth_equity,0.03,computed_from_fundamentals
AGM,Assurances,terminal_growth_firm,0.025,computed_from_fundamentals
AGM,Assurances,terminal_growth_floor,0.0,default
AGM,Assurances,use_balance_sheet_capital_weights,1.0,default
AGM,Assurances,wacc,0.09239364889837565,computed
AKT,Santé,beta,1.267083139357872,beta_history
